Account,date,n_trades,volume_usd,avg_trade_size_usd,realized_pnl,fees,n_buy,n_sell,n_realized_trades,win_rate,long_short_ratio,net_pnl_after_fees,classification,sentiment_simple,value
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,50,639865.76,12797.315200000001,30531.101000000002,223.952992,0,50,50.0,1.0,0.0,30307.148008000004,Neutral,Neutral,46
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,140,689410.4500000001,4924.3603571428575,9261.449882,121.230248,55,85,85.0,1.0,0.6470588235294118,9140.219634000001,Neutral,Neutral,47
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,23,350341.06,15232.22,314.6728,122.619356,20,3,3.0,1.0,6.666666666666667,192.053444,Fear,Fear,26
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,21,255386.44,12161.259047619047,5362.529222,38.937127000000004,0,21,21.0,1.0,0.0,5323.592095,Fear,Fear,32
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,47,444763.7,9463.05744680851,4750.8109939999995,105.667381,21,26,26.0,1.0,0.8076923076923077,4645.143612999999,Fear,Fear,34
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,16,599582.17,37473.885625,444.205198,184.853869,10,6,10.0,1.0,1.6666666666666667,259.35132899999996,Fear,Fear,44
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,60,999996.66,16666.611,0.0,74.999717,60,0,,,,-74.999717,Fear,Fear,25
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,51,421466.09,8264.040980392158,0.0,126.439802,51,0,,,,-126.439802,Fear,Fear,28
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,102,527928.11,5175.765784313725,31134.240601999998,127.578406,0,102,102.0,1.0,0.0,31006.662195999997,Fear,Fear,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,103,567374.5700000001,5508.490970873787,0.0,107.712409,103,0,,,,-107.712409,Fear,Fear,34
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,189,1470763.94,7781.819788359788,13642.628143,164.470105,149,40,40.0,1.0,3.725,13478.158038,Extreme Fear,Fear,23
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,3,156825.0,52275.0,221.0,47.047498,1,2,1.0,1.0,0.5,173.952502,Extreme Fear,Fear,24
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,290,5201395.47,17935.84644827586,107892.62706,834.927894,147,143,143.0,0.958041958041958,1.027972027972028,107057.699166,Extreme Fear,Fear,18
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,222,5798272.0200000005,26118.342432432433,84856.33534,1584.415224,142,80,80.0,1.0,1.775,83271.92011600001,Fear,Fear,39
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,74,1804870.08,24390.13621621622,122461.112004,90.243471,0,74,74.0,1.0,0.0,122370.868533,Fear,Fear,25
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,68,1147722.14,16878.26676470588,0.0,175.727839,0,68,,,0.0,-175.727839,Fear,Fear,43
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,76,2046340.19,26925.528815789472,21531.8321,210.146766,53,23,56.0,1.0,2.3043478260869565,21321.685333999998,Fear,Fear,31
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,51,171059.99,3354.117450980392,0.0,8.552978,0,51,,,0.0,-8.552978,Fear,Fear,38
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,1,166444.0,166444.0,3088.0,8.3222,1,0,1.0,1.0,,3079.6778,Fear,Fear,29
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,6,169642.0,28273.666666666668,-110.0,50.892595,6,0,6.0,0.0,,-160.892595,Fear,Fear,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,23,702502.7,30543.59565217391,-681.29819,122.852796,1,22,22.0,0.0,0.045454545454545456,-804.150986,Fear,Fear,39
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,6,91292.99,15215.498333333335,132.0,27.387897000000002,1,5,1.0,1.0,0.2,104.61210299999999,Neutral,Neutral,47
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,121,811877.66,6709.732727272728,2875.230157,122.91815,66,55,66.0,0.45454545454545453,1.2,2752.312007,Greed,Greed,72
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,23,101376.46,4407.6721739130435,459.24741,7.062931,22,1,22.0,1.0,22.0,452.184479,Greed,Greed,63
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,3,189428.0,63142.666666666664,0.0,9.471399,0,3,,,0.0,-9.471399,Greed,Greed,60
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,41,282780.0,6897.073170731707,47.876234000000004,14.13899,41,0,41.0,1.0,,33.737244000000004,Greed,Greed,65
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-30,5,376290.0,75258.0,510.0,84.601498,4,1,4.0,1.0,4.0,425.398502,Greed,Greed,56
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,7,6000.799999999999,857.2571428571428,0.0,2.100278,7,0,,,,-2.100278,Extreme Greed,Greed,81
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,1,6066.28,6066.28,65.480454,2.123198,0,1,1.0,1.0,0.0,63.35725599999999,Extreme Greed,Greed,88
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,8,26339.81,3292.47625,338.42832,9.218929,7,1,1.0,1.0,7.0,329.209391,Extreme Greed,Greed,83
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,6,27223.66,4537.276666666667,228.57984,9.528281,5,1,1.0,1.0,5.0,219.051559,Extreme Greed,Greed,81
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,14,87063.35,6218.810714285714,429.683075,30.472167,10,4,4.0,1.0,2.5,399.21090799999996,Extreme Greed,Greed,79
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,12,34001.9,2833.491666666667,0.0,11.900658,12,0,,,,-11.900658,Extreme Greed,Greed,77
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,4,9067.51,2266.8775,0.0,3.173628,4,0,,,,-3.173628,Extreme Greed,Greed,79
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,1,9744.18,9744.18,0.0,3.410463,1,0,,,,-3.410463,Extreme Greed,Greed,78
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,7,57116.32,8159.4742857142855,1302.916428,19.990712,0,7,6.0,1.0,0.0,1282.925716,Extreme Greed,Greed,75
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,7,23986.34,3426.62,20.599193,8.395214,6,1,1.0,1.0,6.0,12.203979,Extreme Greed,Greed,81
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,27,87066.1,3224.6703703703706,189.192,30.473126,12,15,12.0,1.0,0.8,158.718874,Extreme Greed,Greed,83
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,3,20013.89,6671.296666666666,0.0,7.00486,3,0,,,,-7.00486,Extreme Greed,Greed,80
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,15,86914.37,5794.291333333333,883.097404,30.420029999999997,9,6,6.0,1.0,1.5,852.677374,Extreme Greed,Greed,79
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,13,39912.96,3070.2276923076925,912.786145,13.969522000000001,0,13,10.0,1.0,0.0,898.816623,Extreme Greed,Greed,75
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,29,134989.44,4654.808275862069,0.840939,47.246296,25,4,2.0,1.0,6.25,-46.405357,Extreme Greed,Greed,79
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-02,37,224664.62,6072.016756756757,883.760812,78.632589,6,31,12.0,1.0,0.1935483870967742,805.1282229999999,Extreme Greed,Greed,79
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,32,95987.73,2999.6165625,0.0,33.595684999999996,0,32,,,0.0,-33.595684999999996,Greed,Greed,70
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,10,172531.56999999998,17253.157,4444.4983010000005,60.38604000000001,10,0,7.0,1.0,,4384.112261,Extreme Greed,Greed,79
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-06,16,68223.67,4263.979375,236.33513399999998,23.878277,0,16,4.0,1.0,0.0,212.45685699999999,Extreme Greed,Greed,75
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,23,49988.14,2173.397391304348,0.0,17.495845,0,23,,,0.0,-17.495845,Extreme Greed,Greed,78
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,28,163166.37,5827.370357142857,0.0,57.10822,0,28,,,0.0,-57.10822,Extreme Greed,Greed,76
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,3,57063.840000000004,19021.280000000002,0.0,19.972341,0,3,,,0.0,-19.972341,Extreme Greed,Greed,80
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-10,41,351735.97,8578.926097560974,5207.443414,123.107562,40,1,36.0,1.0,40.0,5084.335852,Extreme Greed,Greed,78
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,16,76400.96,4775.06,389.743164,26.740329,14,2,2.0,1.0,7.0,363.002835,Extreme Greed,Greed,76
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,21,149909.08000000002,7138.52761904762,0.0,52.468165,21,0,,,,-52.468165,Extreme Greed,Greed,79
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-13,18,156188.7,8677.150000000001,0.0,54.666038,18,0,,,,-54.666038,Greed,Greed,72
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-14,64,588765.94,9199.4678125,-36565.98544,206.068057,23,41,41.0,0.07317073170731707,0.5609756097560976,-36772.05349699999,Greed,Greed,72
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-15,3,50013.950000000004,16671.31666666667,0.0,17.504880999999997,3,0,,,,-17.504880999999997,Greed,Greed,74
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-19,35,337257.92000000004,9635.940571428573,1946.4454620000001,118.04025999999999,5,30,27.0,1.0,0.16666666666666666,1828.4052020000001,Greed,Greed,66
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-20,2,11999.59,5999.795,0.0,4.199857,0,2,,,0.0,-4.199857,Greed,Greed,66
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-22,9,47993.61,5332.623333333333,0.0,16.797764,0,9,,,0.0,-16.797764,Greed,Greed,73
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-23,54,192658.47,3567.7494444444446,759.2148159999999,67.430431,35,19,31.0,1.0,1.8421052631578947,691.7843849999999,Greed,Greed,71
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-24,20,141275.24,7063.762,279.185907,49.446315999999996,13,7,7.0,0.8571428571428571,1.8571428571428572,229.739591,Greed,Greed,72
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,6,68979.14,11496.523333333333,0.0,24.142691999999997,6,0,,,,-24.142691999999997,Greed,Greed,72
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,27,154264.47,5713.498888888889,4281.488139,53.99255,0,27,19.0,1.0,0.0,4227.495589,Greed,Greed,67
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-28,8,26999.41,3374.92625,0.0,9.449794,0,8,,,0.0,-9.449794,Greed,Greed,65
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-29,31,104475.19,3370.167419354839,526.9338359999999,36.566300999999996,24,7,17.0,1.0,3.4285714285714284,490.3675349999999,Greed,Greed,67
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-30,24,125018.75,5209.114583333333,0.0,43.75655,24,0,,,,-43.75655,Greed,Greed,67
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-01,14,87025.45,6216.103571428571,0.0,30.458908,14,0,,,,-30.458908,Neutral,Neutral,54
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-03,23,277373.29,12059.708260869564,5319.861625,97.080639,0,23,16.0,1.0,0.0,5222.780986,Neutral,Neutral,48
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,6,53999.340000000004,8999.890000000001,0.0,18.899767,0,6,,,0.0,-18.899767,Greed,Greed,67
