date,n_trades,n_active_accounts,total_volume_usd,total_realized_pnl,avg_trade_size_usd,n_buy,n_sell,long_short_ratio,classification,sentiment_simple,value,win_rate
2024-01-22,85,2,337878.99,1375.640959,3975.0469411764707,51,34,1.5,Greed,Greed,55,0.5609756097560976
2024-01-23,45,1,414518.93000000005,-369.2447299999998,9211.531777777778,33,12,2.75,Neutral,Neutral,50,0.55
2024-01-24,68,1,965084.59,-2808.353815,14192.42044117647,27,41,0.6585365853658537,Neutral,Neutral,48,0.25
2024-01-25,6,1,66566.13,-3093.6293849999997,11094.355000000001,0,6,0.0,Neutral,Neutral,52,0.0
2024-01-26,5,2,11773.21,90.2,2354.642,4,1,4.0,Neutral,Neutral,49,1.0
2024-01-28,11,1,18109.03,-2478.06972,1646.2754545454545,0,11,0.0,Neutral,Neutral,54,0.0
2024-01-29,74,2,414208.18,486.562542,5597.407837837838,21,53,0.39622641509433965,Greed,Greed,55,1.0
2024-01-30,49,1,401011.38,-173.65419100000003,8183.905714285715,28,21,1.3333333333333333,Greed,Greed,61,0.2631578947368421
2024-01-31,859,1,6305647.13,-799.840817,7340.683504074505,470,389,1.2082262210796915,Greed,Greed,60,0.5298165137614679
2024-02-01,6,1,2008.18,0.0,334.69666666666666,6,0,inf,Greed,Greed,63,
2024-02-02,42,1,474278.43,456.423473,11292.343571428572,19,23,0.8260869565217391,Greed,Greed,63,0.6190476190476191
2024-02-03,56,1,603820.0,223.30918699999998,10782.5,18,38,0.47368421052631576,Greed,Greed,60,0.5
2024-02-04,35,1,203187.53,47.62389499999999,5805.358,19,16,1.1875,Greed,Greed,60,0.32142857142857145
2024-02-05,72,1,770198.26,-33.45419400000003,10697.198055555556,33,39,0.8461538461538461,Greed,Greed,60,0.4375
2024-02-06,1088,1,8047153.41,-215.615907,7396.280707720588,518,570,0.9087719298245615,Greed,Greed,64,0.3422562141491396
2024-02-07,15,1,6758.73,241.24212,450.582,7,8,0.875,Greed,Greed,62,1.0
2024-02-08,10,1,26051.12,770.756024,2605.112,2,8,0.25,Greed,Greed,66,1.0
2024-02-11,34,1,212311.82,983.443176,6244.465294117647,23,11,2.090909090909091,Greed,Greed,71,1.0
2024-02-12,16,1,227247.69999999998,913.8817869999998,14202.981249999999,11,5,2.2,Greed,Greed,70,0.4
2024-02-13,14,1,1999.99,559.44389,142.85642857142858,0,14,0.0,Extreme Greed,Greed,79,1.0
2024-02-14,111,2,320839.88,3830.599833,2890.4493693693694,34,77,0.44155844155844154,Greed,Greed,74,0.9880952380952381
2024-02-15,63,2,185188.04,1840.797677,2939.4926984126987,52,11,4.7272727272727275,Greed,Greed,72,0.95
2024-02-16,182,2,564896.51,5491.768834,3103.826978021978,115,67,1.7164179104477613,Greed,Greed,72,1.0
2024-02-17,94,2,406118.07,1929.6418,4320.405,50,44,1.1363636363636365,Extreme Greed,Greed,76,0.9384615384615385
2024-02-18,97,1,157048.17,477.6248299999999,1619.0532989690723,38,59,0.6440677966101694,Greed,Greed,72,0.8970588235294118
2024-02-19,101,2,286377.2,4317.768563,2835.417821782178,41,60,0.6833333333333333,Extreme Greed,Greed,75,0.9746835443037974
2024-02-20,39,2,119419.72,3263.628824,3062.0441025641026,13,26,0.5,Greed,Greed,72,0.96875
2024-02-21,22,2,108047.51999999999,1858.7985700000002,4911.250909090909,7,15,0.4666666666666667,Extreme Greed,Greed,78,1.0
2024-02-22,88,2,373033.87,3894.1050699999996,4239.02125,35,53,0.660377358490566,Greed,Greed,74,0.7407407407407407
2024-02-23,143,1,111106.14,1418.55293,776.966013986014,131,12,10.916666666666666,Extreme Greed,Greed,76,0.9927536231884058
2024-02-25,5,1,4480.13,-30.7705,896.0260000000001,2,3,0.6666666666666666,Greed,Greed,74,0.0
2024-02-26,39,2,192187.14,4416.8473,4927.875384615385,27,12,2.25,Greed,Greed,72,1.0
2024-02-27,63,2,209362.3,888.511733,3323.2111111111108,33,30,1.1,Extreme Greed,Greed,79,0.6190476190476191
2024-02-28,45,1,171107.13,2503.747235,3802.380666666667,31,14,2.2142857142857144,Extreme Greed,Greed,82,1.0
2024-02-29,116,2,395666.73,9813.996992,3410.9200862068965,60,56,1.0714285714285714,Extreme Greed,Greed,80,1.0
2024-03-01,137,1,472974.7,8244.241409,3452.370072992701,37,100,0.37,Extreme Greed,Greed,80,1.0
2024-03-02,31,2,63197.56,230.90060000000005,2038.6309677419354,28,3,9.333333333333334,Extreme Greed,Greed,80,0.75
2024-03-03,79,1,390745.68,8361.086245,4946.1478481012655,36,43,0.8372093023255814,Extreme Greed,Greed,83,1.0
2024-03-04,300,2,1577996.87,27799.775742,5259.989566666667,161,139,1.158273381294964,Extreme Greed,Greed,82,0.9851851851851852
2024-03-05,180,1,841810.32,19791.026041,4676.724,55,125,0.44,Extreme Greed,Greed,90,1.0
2024-03-06,82,1,327218.02,6814.825139,3990.4636585365856,49,33,1.4848484848484849,Extreme Greed,Greed,75,1.0
