date,n_trades,n_active_accounts,total_volume_usd,total_realized_pnl,avg_trade_size_usd,n_buy,n_sell,long_short_ratio,classification,sentiment_simple,value,win_rate
2024-03-08,67,1,183583.18,4271.886236,2740.047462686567,19,48,0.3958333333333333,Extreme Greed,Greed,81,1.0
2024-03-09,117,1,658178.75,9949.501624,5625.459401709401,83,34,2.4411764705882355,Extreme Greed,Greed,84,0.9065420560747663
2024-03-10,42,1,219973.85,2482.9272,5237.472619047619,38,4,9.5,Extreme Greed,Greed,79,0.7631578947368421
2024-03-11,42,1,176519.44999999998,3588.179495,4202.844047619047,12,30,0.4,Extreme Greed,Greed,82,1.0
2024-03-12,8,1,103040.85,3039.166,12880.10625,1,7,0.14285714285714285,Extreme Greed,Greed,81,1.0
2024-03-13,7,1,6000.799999999999,0.0,857.2571428571428,7,0,inf,Extreme Greed,Greed,81,
2024-03-14,18,2,205933.18,3465.865832,11440.732222222221,2,16,0.125,Extreme Greed,Greed,88,1.0
2024-03-15,62,3,351894.41,6236.513651,5675.71629032258,26,36,0.7222222222222222,Extreme Greed,Greed,83,1.0
2024-03-16,8,2,37223.66,228.57984,4652.9575,5,3,1.6666666666666667,Extreme Greed,Greed,81,1.0
2024-03-17,23,3,99506.95,503.293955,4326.389130434783,18,5,3.6,Extreme Greed,Greed,79,1.0
2024-03-18,19,3,90458.08,1456.9577,4760.951578947369,13,6,2.1666666666666665,Extreme Greed,Greed,77,1.0
2024-03-19,24,3,219884.84,668.797973,9161.868333333334,17,7,2.4285714285714284,Extreme Greed,Greed,79,0.7142857142857143
2024-03-20,69,2,215705.85,6423.134599,3126.171739130435,29,40,0.725,Greed,Greed,74,1.0
2024-03-21,28,3,117895.57,2335.5080749999997,4210.556071428572,26,2,13.0,Extreme Greed,Greed,78,1.0
2024-03-24,19,1,92592.20999999999,1297.018477,4873.274210526315,15,4,3.75,Greed,Greed,74,1.0
2024-03-25,7,1,57116.32,1302.916428,8159.4742857142855,0,7,0.0,Extreme Greed,Greed,75,1.0
2024-03-26,118,2,198565.19,3215.906593,1682.7558474576272,8,110,0.07272727272727272,Extreme Greed,Greed,81,1.0
2024-03-27,38,2,99864.79,150.41114,2628.020789473684,19,19,1.0,Extreme Greed,Greed,83,0.631578947368421
2024-03-28,13,2,35323.72,227.85100799999998,2717.209230769231,12,1,12.0,Extreme Greed,Greed,80,1.0
2024-03-29,15,1,86914.37,883.097404,5794.291333333333,9,6,1.5,Extreme Greed,Greed,79,1.0
2024-03-30,45,1,101103.92,1100.57514,2246.753777777778,1,44,0.022727272727272728,Extreme Greed,Greed,75,1.0
2024-03-31,13,1,39912.96,912.786145,3070.2276923076925,0,13,0.0,Extreme Greed,Greed,75,1.0
2024-04-01,77,2,339470.47,2507.963406,4408.7074025974025,32,45,0.7111111111111111,Extreme Greed,Greed,79,0.9767441860465116
2024-04-02,41,2,239664.50999999998,883.760812,5845.475853658536,10,31,0.3225806451612903,Extreme Greed,Greed,79,1.0
2024-04-03,4,2,16887.57,126.7884,4221.8925,3,1,3.0,Greed,Greed,71,1.0
2024-04-04,32,1,95987.73,0.0,2999.6165625,0,32,0.0,Greed,Greed,70,
2024-04-05,100,3,503791.8,10706.484306,5037.918,17,83,0.20481927710843373,Extreme Greed,Greed,79,1.0
2024-04-06,16,1,68223.67,236.33513399999998,4263.979375,0,16,0.0,Extreme Greed,Greed,75,1.0
2024-04-07,23,1,49988.14,0.0,2173.397391304348,0,23,0.0,Extreme Greed,Greed,78,
2024-04-08,30,2,211940.64,1218.4267,7064.688,1,29,0.034482758620689655,Extreme Greed,Greed,76,1.0
2024-04-09,3,1,57063.840000000004,0.0,19021.280000000002,0,3,0.0,Extreme Greed,Greed,80,
2024-04-10,41,1,351735.97,5207.443414,8578.926097560974,40,1,40.0,Extreme Greed,Greed,78,1.0
2024-04-11,16,1,76400.96,389.743164,4775.06,14,2,7.0,Extreme Greed,Greed,76,1.0
2024-04-12,129,3,442088.59,-592.6458390000001,3427.0433333333335,43,86,0.5,Extreme Greed,Greed,79,0.7029702970297029
2024-04-13,89,2,486411.25,6621.451755,5465.294943820225,46,43,1.069767441860465,Greed,Greed,72,1.0
2024-04-14,107,2,659162.17,-36104.012520000004,6160.394112149533,46,61,0.7540983606557377,Greed,Greed,72,0.44594594594594594
2024-04-15,41,2,291111.19,3774.08872,7100.272926829269,18,23,0.782608695652174,Greed,Greed,74,1.0
2024-04-16,47,2,181907.17,2467.702221,3870.3653191489366,31,16,1.9375,Greed,Greed,65,1.0
2024-04-17,14,1,97562.99,2441.4683999999997,6968.785000000001,13,1,13.0,Greed,Greed,67,1.0
2024-04-19,35,1,337257.92000000004,1946.4454620000001,9635.940571428573,5,30,0.16666666666666666,Greed,Greed,66,1.0
2024-04-20,22,2,60733.24,0.0,2760.601818181818,20,2,10.0,Greed,Greed,66,
2024-04-22,9,1,47993.61,0.0,5332.623333333333,0,9,0.0,Greed,Greed,73,
2024-04-23,66,2,233054.9,1119.536196,3531.1348484848486,37,29,1.2758620689655173,Greed,Greed,71,1.0
2024-04-24,20,1,141275.24,279.185907,7063.762,13,7,1.8571428571428572,Greed,Greed,72,0.8571428571428571
2024-04-25,74,2,120241.01,0.0,1624.8785135135136,74,0,inf,Greed,Greed,72,
2024-04-26,3,1,4988.290000000001,0.0,1662.7633333333335,0,3,0.0,Greed,Greed,70,
2024-04-27,27,1,154264.47,4281.488139,5713.498888888889,0,27,0.0,Greed,Greed,67,1.0
2024-04-28,58,2,43985.6,0.0,758.3724137931034,0,58,0.0,Greed,Greed,65,
2024-04-29,45,2,108699.01,526.9338359999999,2415.5335555555553,24,21,1.1428571428571428,Greed,Greed,67,1.0
2024-04-30,24,1,125018.75,0.0,5209.114583333333,24,0,inf,Greed,Greed,67,
2024-05-01,14,1,87025.45,0.0,6216.103571428571,14,0,inf,Neutral,Neutral,54,
2024-05-03,36,3,282682.64999999997,5306.017045,7852.295833333333,3,33,0.09090909090909091,Neutral,Neutral,48,0.8947368421052632
2024-05-04,9,2,58998.75,0.0,6555.416666666667,0,9,0.0,Greed,Greed,67,
2024-05-05,6,2,24068.350000000002,0.916,4011.391666666667,1,5,0.2,Greed,Greed,69,1.0
2024-05-06,9,1,206016.43,968.59038,22890.714444444442,8,1,8.0,Greed,Greed,71,1.0
2024-05-07,18,3,108717.58,883.537693,6039.865555555556,6,12,0.5,Greed,Greed,68,1.0
2024-05-08,13,2,65973.57,1.56576,5074.89,12,1,12.0,Greed,Greed,64,0.5
2024-05-09,28,2,221966.12,1147.595856,7927.361428571428,9,19,0.47368421052631576,Greed,Greed,55,1.0
2024-05-10,22,1,156882.0,2101.741695,7131.0,16,6,2.6666666666666665,Greed,Greed,66,1.0
2024-05-11,9,1,63248.95,251.604742,7027.661111111111,0,9,0.0,Neutral,Neutral,53,1.0
2024-05-12,23,2,55179.56,0.0,2399.111304347826,17,6,2.8333333333333335,Greed,Greed,56,
2024-05-13,28,2,193118.9,2136.853859,6897.103571428571,5,23,0.21739130434782608,Greed,Greed,57,1.0
2024-05-14,23,1,145853.4,1150.5233050000002,6341.452173913043,23,0,inf,Greed,Greed,66,1.0
2024-05-15,36,1,234922.57,948.970582,6525.626944444444,11,25,0.44,Greed,Greed,64,1.0
2024-05-16,27,2,162620.96,214.5898,6022.998518518518,14,13,1.0769230769230769,Greed,Greed,70,1.0
2024-05-18,25,1,126303.14,3522.3946610000003,5052.1256,7,18,0.3888888888888889,Greed,Greed,73,1.0
2024-05-19,8,1,29998.09,0.0,3749.76125,8,0,inf,Greed,Greed,72,
2024-05-20,10,2,38124.75,-74.818442,3812.475,7,3,2.3333333333333335,Greed,Greed,70,0.0
2024-05-21,125,2,1100948.59,7289.397571999999,8807.588720000002,29,96,0.3020833333333333,Extreme Greed,Greed,76,0.56
2024-05-22,6,1,44995.29,0.0,7499.215,0,6,0.0,Extreme Greed,Greed,76,
2024-05-23,325,3,401850.6,413.347329,1236.4633846153845,189,136,1.3897058823529411,Extreme Greed,Greed,76,0.9294871794871795
2024-05-24,2,1,50811.899999999994,821.949278,25405.949999999997,0,2,0.0,Greed,Greed,74,1.0
2024-05-25,16,2,29991.129999999997,14.126038999999999,1874.4456249999998,7,9,0.7777777777777778,Extreme Greed,Greed,76,1.0
2024-05-26,16,2,53976.67,778.6839,3373.541875,2,14,0.14285714285714285,Extreme Greed,Greed,75,1.0
2024-05-27,251,1,151115.72,1129.35587,602.0546613545816,93,158,0.5886075949367089,Greed,Greed,74,0.967741935483871
2024-05-29,164,2,84268.76,277.791953,513.8339024390243,67,97,0.6907216494845361,Greed,Greed,72,0.9577464788732394
2024-05-30,7,1,2838.09,20.951433,405.4414285714286,5,2,2.5,Greed,Greed,73,1.0
2024-05-31,13,1,3636.14,25.35812,279.70307692307694,4,9,0.4444444444444444,Greed,Greed,73,1.0
2024-06-01,25,1,12834.62,91.510419,513.3848,9,16,0.5625,Greed,Greed,72,1.0
2024-06-02,93,1,29464.51,192.906947,316.822688172043,34,59,0.576271186440678,Greed,Greed,73,1.0
2024-06-03,70,1,21466.86,562.808208,306.66942857142857,44,26,1.6923076923076923,Greed,Greed,73,1.0
2024-06-04,53,1,24243.41,52.211438,457.42283018867926,25,28,0.8928571428571429,Greed,Greed,73,1.0
2024-06-05,54,1,25350.77,56.055506,469.4587037037037,17,37,0.4594594594594595,Extreme Greed,Greed,75,0.9411764705882353
2024-06-06,234,1,137557.76,274.173187,587.8536752136753,102,132,0.7727272727272727,Extreme Greed,Greed,78,0.9803921568627451
